progs	prog_pins	prog_fd_holders	fds_per_holder	pin_fd_holders	prog_array_entries	link_count	link_fd_holders	link_pins	link_pin_fd_holders	load_ms	blacklist_ms	reappraise_ms	residual
10	1	0	1	0	0	0	0	0	0	1636.489354	11.650216	139.822656	0
