progs	prog_pins	prog_fd_holders	fds_per_holder	pin_fd_holders	prog_array_entries	link_count	link_fd_holders	link_pins	link_pin_fd_holders	load_ms	blacklist_ms	reappraise_ms	residual
1	0	10	1	0	0	0	0	0	0	160.416146	11.408522	19.418195	0
