progs	prog_pins	prog_fd_holders	fds_per_holder	pin_fd_holders	prog_array_entries	link_count	link_fd_holders	link_pins	link_pin_fd_holders	load_ms	blacklist_ms	reappraise_ms	residual
10	10	10	2	0	100	0	0	0	0	1942.977113	11.900442	187.553228	0
