0	4.703408	0	0
1	4.177749	0	0
2	4.645059	0	0
3	4.104252	0	0
4	4.441059	0	0
5	4.931342	0	0
6	4.330763	0	0
7	4.295919	0	0
8	4.380456	0	0
9	4.859809	0	0
10	4.791441	0	0
11	4.465755	0	0
12	4.642203	0	0
13	4.513033	0	0
14	4.378853	0	0
15	4.545403	0	0
16	4.461297	0	0
17	4.344940	0	0
18	4.291761	0	0
19	4.266524	0	0
20	4.363815	0	0
21	4.848918	0	0
22	4.365869	0	0
23	4.233503	0	0
24	5.202667	0	0
25	4.547437	0	0
26	5.614634	0	0
27	4.891588	0	0
28	4.681175	0	0
29	4.524354	0	0
30	4.724277	0	0
31	4.552667	0	0
32	4.311377	0	0
33	4.748642	0	0
34	4.539482	0	0
35	4.322147	0	0
36	4.497153	0	0
37	4.604674	0	0
38	5.336236	0	0
39	5.006411	0	0
40	4.400804	0	0
41	4.340212	0	0
42	5.196375	0	0
43	4.315285	0	0
44	4.848488	0	0
45	4.906605	0	0
46	4.782605	0	0
47	4.180674	0	0
48	4.495380	0	0
49	4.312659	0	0
50	4.007993	0	0
51	4.445838	0	0
52	4.444385	0	0
53	4.180694	0	0
54	4.673422	0	0
55	4.386147	0	0
56	4.588163	0	0
57	4.326987	0	0
58	5.037500	0	0
59	4.391858	0	0
60	4.631643	0	0
61	4.919078	0	0
62	4.986014	0	0
63	4.558608	0	0
64	4.339309	0	0
65	5.242561	0	0
66	4.956829	0	0
67	4.704439	0	0
68	4.091768	0	0
69	4.357714	0	0
70	4.570911	0	0
71	4.644558	0	0
72	4.482536	0	0
73	4.468991	0	0
74	4.266334	0	0
75	4.022109	0	0
76	5.127578	0	0
77	4.417114	0	0
78	4.614000	0	0
79	4.796341	0	0
80	4.172098	0	0
81	4.118849	0	0
82	4.821898	0	0
83	4.903921	0	0
84	4.715189	0	0
85	4.278666	0	0
86	5.445209	0	0
87	4.787163	0	0
88	4.760503	0	0
89	4.852405	0	0
90	4.838749	0	0
91	4.497263	0	0
92	4.484059	0	0
93	4.367041	0	0
94	4.367171	0	0
95	4.956279	0	0
96	4.687618	0	0
97	4.875778	0	0
98	4.789287	0	0
99	4.147913	0	0
100	4.230797	0	0
101	5.460317	0	0
102	4.276172	0	0
103	4.267285	0	0
104	6.273892	0	0
105	4.403940	0	0
106	4.259471	0	0
107	4.420671	0	0
108	4.362853	0	0
109	4.440308	0	0
110	4.179622	0	0
111	4.388671	0	0
112	4.344399	0	0
113	4.308422	0	0
114	4.359157	0	0
115	4.700212	0	0
116	4.639979	0	0
117	4.637695	0	0
118	4.213325	0	0
119	4.402307	0	0
120	4.791692	0	0
121	4.694431	0	0
122	4.761826	0	0
123	4.876881	0	0
124	4.563197	0	0
125	4.666559	0	0
126	4.424087	0	0
127	4.480773	0	0
128	4.672410	0	0
129	5.056405	0	0
130	4.428776	0	0
131	4.742109	0	0
132	4.237830	0	0
133	4.493256	0	0
134	4.378262	0	0
135	4.649497	0	0
136	5.478931	0	0
137	4.746527	0	0
138	4.474562	0	0
139	4.383151	0	0
140	4.316898	0	0
141	4.371640	0	0
142	4.788005	0	0
143	4.751217	0	0
144	4.619091	0	0
145	4.425220	0	0
146	4.469031	0	0
147	4.429628	0	0
148	4.945588	0	0
149	4.180524	0	0
150	5.325816	0	0
151	4.823090	0	0
152	4.672770	0	0
153	4.811618	0	0
154	4.888903	0	0
155	4.791070	0	0
156	4.828921	0	0
157	4.893321	0	0
158	4.799316	0	0
159	4.097470	0	0
160	4.270071	0	0
161	4.631123	0	0
162	3.955184	0	0
163	5.066534	0	0
164	4.293224	0	0
165	4.291381	0	0
166	5.250165	0	0
167	4.191665	0	0
168	5.362915	0	0
169	4.497995	0	0
170	4.168552	0	0
171	4.638657	0	0
172	4.784277	0	0
173	4.339349	0	0
174	4.840703	0	0
175	4.459393	0	0
176	4.726761	0	0
177	4.239624	0	0
178	4.157551	0	0
179	4.362213	0	0
180	4.866491	0	0
181	4.689301	0	0
182	4.887581	0	0
183	4.715310	0	0
184	4.333959	0	0
185	5.209590	0	0
186	4.730358	0	0
187	4.700271	0	0
188	5.111016	0	0
189	4.509407	0	0
190	4.503906	0	0
191	4.289066	0	0
192	4.519304	0	0
193	4.781503	0	0
194	4.383301	0	0
195	4.247298	0	0
196	4.386497	0	0
197	4.275090	0	0
198	4.807231	0	0
199	4.189491	0	0
